PSP;NL
Globally, it is always the case that if washer_fluid_level = 71 holds, then send_distraction_alert holds as well.;IF washer fluid level is EQUAL to 71 % THEN send distraction alert.
Globally, it is never the case that battery_charge > 98 holds.;battery charge MUST NOT be GREATER THAN 98 %.
After steering_adjustment, it is always the case that if auto_accelerate holds, then send_sleeping_alert holds as well.;IF steering adjustment AND auto accelerate is activated THEN send sleeping alert.
Globally, it is never the case that min_speed_limit >= 90 holds.;minimum speed limit MUST NOT be EQUAL or GREATER THAN 90 km/h.
Globally, it is always the case that if backing_up and overtaking holds, then send_collision_alert eventually holds.;IF vehicle is backing up AND the vehicle is overtaking THEN send collision alert.
After automatic_luminance_contrast_adjustment and gear >= 4, it is always the case that signal_lamp_event and send_washer_fluid_level_alert holds.;IF automatic luminance contrast adjustment AND gear number is EQUAL or GREATER THAN 4 gear THEN signal-lamp AND send washer fluid level alert.
After camera_obstruction, it is always the case that blind_spot holds.;IF camera is obstructed THEN object on blind spot.
Globally, it is always the case that if reversing holds, then required_maintenance and climate_control_setting = 19 eventually holds.;IF the vehicle is reversing THEN the vehicle requires maintenance AND climate control setting EQUAL to 19 C.
Globally, it is never the case that radio_volume < 17 holds.;radio volume MUST NOT be LESS THAN 17 dB.
After air_conditioning, it is always the case that if tire_pressure >= 20 holds, then zoom_level >= 8 eventually holds.;IF activate air conditioning AND tire pressure is EQUAL or GREATER THAN 20 psi THEN camera zoom level MUST be EQUAL or GREATER THAN 8 x.
Globally, it is never the case that vertical_longitudinal_median_plane >= 135 holds.;vertical longitudinal median plane MUST NOT be EQUAL or GREATER THAN 135 m.
After low_fuel_alert and automatic_luminance_contrast_adjustment, it is always the case that zoom_in holds.;IF low fuel alert is on AND automatic luminance contrast adjustment THEN zoom in the camera.
Globally, it is always the case that if low_fuel_alert and battery_charge > 98 holds, then monitor_luminance_ratio >= 159 holds as well.;IF low fuel alert is on AND battery charge is GREATER THAN 98 % THEN monitor luminance ratio MUST be EQUAL or GREATER THAN 159.
After low_gps_signal, it is always the case that if behind_passengers_seatbelt holds, then send_camera_obstruction_alert eventually holds.;IF GPS signal is low AND the passengers behind are wearing seatbelts THEN send camera obstruction alert.
Globally, it is always the case that oil_level >= 22 holds.;oil level is EQUAL or GREATER THAN 22 %.
Globally, it is always the case that road_curvature = 85 holds.;road curvature is EQUAL to 85 degrees.
Globally, it is always the case that if oil_level < 86 and old_road holds, then door_locking holds as well.;IF oil level is LESS THAN 86 % AND old road THEN lock the doors.
Globally, it is always the case that if video_number = 3 and distance_center_lane > 1 holds, then climate_control_setting = 28 and send_airbag_conditions_alert eventually holds.;IF number of videos displayed is EQUAL to 3 AND distance from center lane is GREATER THAN 1 m THEN climate control setting EQUAL to 28 C AND send airbag conditions alert.
Globally, it is always the case that if tire_rotation_alert holds, then object_detection holds as well.;IF tire rotation alert is on THEN object is detected.
After max_acceleration = 3, it is always the case that if cruise_control holds, then ABS_activation holds as well.;IF maximum possible acceleration is EQUAL to 3 m/s2 AND cruise control is activated THEN ABS is activated.
After unpaved_road, it is always the case that if old_road holds, then engine_efficiency < 83 holds as well.;IF unpaved road AND old road THEN engine efficiency CAN be LESS THAN 83 %.
Globally, it is always the case that if rain and turning holds, then steering_adjustment and send_camera_obstruction_alert eventually holds.;IF is raining AND vehicle is turning THEN steering adjustment AND send camera obstruction alert.
After signal_lamp_event, it is always the case that if cruise_control_speed = 99 holds, then blind_spot eventually holds.;IF signal-lamp AND cruise control speed is EQUAL to 99 km/h THEN object on blind spot.
After behind_passengers < 3 and automatic_luminance_contrast_adjustment, it is always the case that climate_control_setting < 20 and monitor_background_luminance < 0.6 holds.;IF the number of passengers seat behind is LESS THAN 3 people AND automatic luminance contrast adjustment THEN climate control setting CAN be LESS THAN 20 C AND monitor background luminance CAN be LESS THAN 0.6 cd/m2.
Globally, it is never the case that length_driven = 4652 holds.;total length driven by the vehicle MUST NOT be EQUAL to 4652 km.
Globally, it is never the case that auto_accelerate_sensitivity < 9 holds.;auto accelerate sensitivity MUST NOT be LESS THAN 9 %.
Globally, it is always the case that wiper_speed < 2 holds.;wiper speed is LESS THAN 2 rpm.
After vertical_vision >= 5, it is always the case that if coolant_level = 84 holds, then auto_accelerate_sensitivity >= 96 eventually holds.;IF vertical vision is EQUAL or GREATER THAN 5 m AND coolant level is EQUAL to 84 C THEN auto accelerate sensitivity MUST be EQUAL or GREATER THAN 96 %.
Globally, it is never the case that approaching_vehicle_distance >= 17 holds.;distance of approaching vehicle MUST NOT be EQUAL or GREATER THAN 17 m.
After on_right_lane, it is always the case that monitor_background_luminance < 0.6 holds.;IF the vehicle is in the right lane THEN monitor background luminance CAN be LESS THAN 0.6 cd/m2.
Globally, it is never the case that max_speed_limit > traffic_density holds.;maximum speed limit MUST NOT be GREATER THAN traffic density.
Globally, it is always the case that if blind_spot holds, then emergency_record eventually holds.;IF object on blind spot THEN record an emergency video.
Globally, it is never the case that monitor_luminance_ratio < 159 holds.;monitor luminance ratio MUST NOT be LESS THAN 159.
After oil_level <= 16 and on_right_lane, it is always the case that send_collision_alert holds.;IF oil level is EQUAL or LESS THAN 16 % AND the vehicle is in the right lane THEN send collision alert.
After inter_light_sources_distance <= 1.4, it is always the case that send_tire_rotation_alert and acceleration_adjustment holds.;IF distance between light sources is EQUAL or LESS THAN 1.4 m THEN send tire rotation alert AND acceleration adjustment.
After approaching_vehicle_distance < 38, it is always the case that if radio_volume = 0 holds, then send_low_fuel_alert holds as well.;IF distance of approaching vehicle is LESS THAN 38 m AND radio volume is EQUAL to 0 dB THEN send low fuel alert.
After behind_passengers = 3, it is always the case that send_collision_alert and auto_break_sensitivity < 86 holds.;IF the number of passengers seat behind is EQUAL to 3 people THEN send collision alert AND auto break sensitivity CAN be LESS THAN 86 %.
Globally, it is always the case that if NN_clean_image_result < 0 holds, then auto_dimming eventually holds.;IF clean process algorithm result is LESS THAN 0 THEN activate auto dimming.
Globally, it is always the case that vertical_longitudinal_median_plane > 53 holds.;vertical longitudinal median plane is GREATER THAN 53 m.
Globally, it is always the case that if wind_speed > 37 and collision_alert holds, then camera_defrost_system holds as well.;IF wind speed is GREATER THAN 37 km/h AND collision alert is on THEN camera defrost system.
Globally, it is always the case that approaching_vehicle_velocity > temperature holds.;velocity of approaching vehicle is GREATER THAN temperature.
After call_emergency, it is always the case that if old_road holds, then air_conditioning holds as well.;IF call emergency services AND old road THEN activate air conditioning.
After backing_up, it is always the case that if tire_pressure_alert holds, then monitor_background_luminance <= 1.7 holds as well.;IF vehicle is backing up AND tire pressure alert is on THEN monitor background luminance MUST be EQUAL or LESS THAN 1.7 cd/m2.
After driver_seatbelt and turning, it is always the case that send_distraction_alert and stay_in_lane holds.;IF the driver is wearing the seatbelt AND vehicle is turning THEN send distraction alert AND activate stay in lane algorithm.
Globally, it is always the case that if accelerating and coolant_level_alert holds, then send_engine_conditions_alert and send_tire_pressure_alert holds as well.;IF the vehicle is accelerating AND coolant level alert is on THEN send engine conditions alert AND send tire pressure alert.
Globally, it is always the case that if fog_density > 37 and washer_fluid_level = 31 holds, then horizontal_vision >= 18 eventually holds.;IF fog density is GREATER THAN 37 % AND washer fluid level is EQUAL to 31 % THEN horizontal vision MUST be EQUAL or GREATER THAN 18 m.
After backing_up and horizontal_vision <= 18, it is always the case that object_detection holds.;IF vehicle is backing up AND horizontal vision is EQUAL or LESS THAN 18 m THEN object is detected.
Globally, it is always the case that if soiling_camera and battery_charge > 16 holds, then vertical_vision_distance >= 43 and send_tire_pressure_alert eventually holds.;IF soiling on the cameras AND battery charge is GREATER THAN 16 % THEN vertical vision distance behind driver MUST be EQUAL or GREATER THAN 43 m AND send tire pressure alert.
After send_engine_conditions_alert, it is always the case that if collision_alert holds, then wiper eventually holds.;IF send engine conditions alert AND collision alert is on THEN activate wiper.
